text_tweet_clean,scores,compound,sentimen
 semoga tidak ada lagi yang seks bebas sembarangan dengan banyak orang ,"{'neg': 0.136, 'neu': 0.494, 'pos': 0.37, 'compound': 0.5859}",0.5859,positif
 kehamilan remaja luar nikah meningkat ini solusi dari ldii nkehamilan remaja hingga hubungan seksual luar nikah kalangan remaja sejatinya menjadi masalah berbagai kota ldiiuntukbangsa ldii seksbebas hamil lgbt ,"{'neg': 0.065, 'neu': 0.749, 'pos': 0.186, 'compound': 0.6124}",0.6124,positif
 ada istilah hamil kecelakaan bilang aja hamil luar nikah atau judulnya maraknya seks bebas tangerang gausaj diperalus hamil gara seks bebas dikasih dispensasi kocak ,"{'neg': 0.033, 'neu': 0.732, 'pos': 0.235, 'compound': 0.8402}",0.8402,positif
 kenyataan jabatan mufti negeri selangor tentang isu prep nharus untuk pasangan suami isteri ndilarang beri kpd pengamal homoseks dan seks bebas dan dianggap bersubahat dalam kemaksiatan ,"{'neg': 0.066, 'neu': 0.776, 'pos': 0.158, 'compound': 0.4404}",0.4404,positif
 chat seks yukk bebas pake topik apa aja mau ngatasin kasarin juga gpp gue yaa ,"{'neg': 0.109, 'neu': 0.609, 'pos': 0.283, 'compound': 0.4588}",0.4588,positif
 lha kan mereka juga yang suka nyanyiin lagu fals curus aja moralmu ndikira seks bebas dan alkohol bikin korupsi makin menjamur apa ,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.7003,positif
 jadi jatuhnya mereka semacam tinggal kelas dan kalopun sekolah punya aturan maksimal tinggal kelas berapa kali ikut aturan aja suka suka stigma ini buruk masyarakat makanya jgn seks bebas dong mereka bukan kriminal tuhan ,"{'neg': 0.142, 'neu': 0.721, 'pos': 0.137, 'compound': -0.0725}",-0.0725,negatif
 salah namanya aja dibebasin nbisa seks bebas nbs pergaulan bebas nbebas banjir nbebas uang pangkal nbebas keluarga nitu beban nohh salah mmf ,"{'neg': 0.348, 'neu': 0.556, 'pos': 0.096, 'compound': -0.8225}",-0.8225,negatif
 elo elo pada lebih concern sama ngehukum ibu remaja ini cuman beranak karena seks bebas loh yang nikah sah agama dispensasi negara juga ketimbang peduli sama masa depan mereka munafik ,"{'neg': 0.093, 'neu': 0.718, 'pos': 0.189, 'compound': 0.4654}",0.4654,positif
 setelah bertahun tahun baru sadar kalau series naruto mengajarkan seks bebas nkurenai hamil luar nikah krn ngewwee sama azuma ,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5106}",0.5106,positif
 logik dia ibarat haa kita biar jelah perkara perkara haram dibenarkan dan dibiarkan berlaku kat malaysia kita org islam iman kena kuat lawan itu semua apa org nak buat biarkan lgbt seks bebas arak haa semua biar kita kena kuat iman lawan bodoh ,"{'neg': 0.101, 'neu': 0.58, 'pos': 0.319, 'compound': 0.9186}",0.9186,positif
 yang suka birahi melakukan seks bebas tidak pantas jadi pejabat jadi pemimpin ,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7003}",0.7003,positif
 maaf kak aku anti seks bebas ,"{'neg': 0.364, 'neu': 0.303, 'pos': 0.333, 'compound': 0.1779}",0.1779,positif
 ada juga homeschooling sudah terdaftar negara atau kursus dapet sertifikasi itu bisa menunjang bekal masa depan nkalo mikir cah ribet gausah ngelakuin seks bebas sampe hamidun sejak awal itu emg kesalahan mereka amp ortu kurang mengawasi ,"{'neg': 0.131, 'neu': 0.803, 'pos': 0.066, 'compound': -0.4023}",-0.4023,negatif
 jujur agak gak ngerti kamu ngetik apa sini apalagi terakhir wkwkwk ntapi tujuan biar bikin seluruh siswa berpikir masa depannya bakal rusak karena gabisa lanjut sekolah kalo mereka lakuin seks bebas tapi pemerintah ngadain paket utk ngejar pendidikan ,"{'neg': 0.074, 'neu': 0.807, 'pos': 0.118, 'compound': 0.3506}",0.3506,positif
 jangan sampai seks luar nikah amp hamil duluan dianggap biasa amp tak ada rasa malu bersalah bagi pelakunya nkalau yang hamil duluan sudah sebanyak itu berarti yang seks bebas belum hamil jumlahnya jauuh lebih banyak lagi ,"{'neg': 0.177, 'neu': 0.736, 'pos': 0.087, 'compound': -0.5859}",-0.5859,negatif
 purwoceng terbukti scara ilmiah dan diakui sbgai herbal penambah stamina amp gairah seks bnyk tumbuh dataran tinggi khususny daerah dieng ntrnyata purwoceng juga pny manfaat untuk menangkal radikal bebas amp bantu mengatasi infeksi loh nbnyk bgt artikelny internet geys ,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.296,positif
 mewabahnya seks bebas atau zina jadi salah satu tanda kiamat imam bukhari meriwayatkan hadits yang menjelaskan tanda tanda kiamat salah satu tandanya adalah mewabahnya perzinaan atau perzinaan terjadi mana mana ,"{'neg': 0.173, 'neu': 0.752, 'pos': 0.075, 'compound': -0.6486}",-0.6486,negatif
 seks bebas atau zina adalah amalan paling keji dan jalan yang sangat buruk ,"{'neg': 0.21, 'neu': 0.608, 'pos': 0.182, 'compound': -0.1263}",-0.1263,negatif
 kak aku mau tau pendapat kamu soal sex bebas deh wkwkw menurut gimana tadinya aku mau bercandain lho seks itu memang harus bebas selagi dalam batasan consent kalau dikekang pelanggaran ham dong tapi nanti aku dikecam jadi aku jawab serius ,"{'neg': 0.139, 'neu': 0.71, 'pos': 0.151, 'compound': -0.3221}",-0.3221,negatif
 ketika ortu seks bebas kemudian hamil dan tidak menginginkan anak namun pemerintah melarangnya terjadi adalah kecenderungan ortu gabisa kasih hak anak jadi knp ortu salah namun hukumannya dibebankan kpd anak ,"{'neg': 0.258, 'neu': 0.702, 'pos': 0.04, 'compound': -0.8959}",-0.8959,negatif
 china baru rencana holywood sudah dari puluhan tahun lalu ngajarin seks bebas dll dan pendiri nkri pancasila sudah menolak sistem khilafah sejak lebih memilih sistem pancasilais dituduh sekuler oleh khowarij fpi dkk sampai mau diubah jadi nkri bersyariat ,"{'neg': 0.1, 'neu': 0.839, 'pos': 0.06, 'compound': -0.296}",-0.296,negatif
 ooh bangsat kau bilang homo dan seks bebas kok skr tanya pencabulan dan pemerkosaan jancok asu bangsat juga kau ini pencabulan dan pemerkosaan merugikan org lain gak njing ,"{'neg': 0.432, 'neu': 0.466, 'pos': 0.102, 'compound': -0.9676}",-0.9676,negatif
 homo merugikanmu apa nseks bebas merugikanmu apa ntolol bener nih ,"{'neg': 0.479, 'neu': 0.369, 'pos': 0.152, 'compound': -0.796}",-0.796,negatif
 iya jauh ttg pesta dan seks bebas nseksnya juga penuh variasi cowok cewek cewek cewek cowok cowok dst ,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8271}",0.8271,positif
 ini film lebih skdr hiburan tanpa ada bobotnya sama sekali ntpi klo misalkan suka model film begini coba tonton aja nkrn isinya ttg pembunuhan pesta seks bebas dan itu looping ,"{'neg': 0.124, 'neu': 0.607, 'pos': 0.269, 'compound': 0.7343}",0.7343,positif
 budak ayeuna meuni baraong kitu seks bebas ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 sekolah sekarang ngapain ndulu ngapalin rpul sampe tidur skrg udah ada google nsiswa siswi skrg mending kreatif jadi viral nyang penting jauhi narkoba miras berantem seks bebas ,"{'neg': 0.057, 'neu': 0.714, 'pos': 0.229, 'compound': 0.802}",0.802,positif
 bokep tuh gak ngejelasin resiko seks bebas boro resiko cara pencegahan biar gak hamil aja gak dijelasin kan ,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7208}",0.7208,positif
 kok bawa bawa orang kampung bukannya seks bebas itu lebih banyak kota kota besar ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 seks bebas ngeri itu hamil mungkin krn kurang edukasi seks sedangkan sudah terbiasa seks bebas mungkin malah udah tau cara menghindari seks resiko hamil jadi masalahnya seks bebas gak bertanggung jawab ,"{'neg': 0.278, 'neu': 0.542, 'pos': 0.179, 'compound': -0.5423}",-0.5423,negatif
 hadeuh anjir gencarnya seks bebas ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 hubungan ekskul tari dengan hamil itu mana kayaknya orang orang waras nggak akan mikir sampai situ mungkin anda saja yang pikirannya terlalu kotor jadi semua hal dikaitkan dengan seks bebas ,"{'neg': 0.08, 'neu': 0.829, 'pos': 0.091, 'compound': 0.1027}",0.1027,positif
 bisa clausa ktk blm siap mmiliki anak diprtegas sbb itu fungsi nkrn paham skli seorang aktivis bid hiv aids akan bcr spt ini nprnh ada posisi baiknya mnekankan tdk ada perilaku seks bebas tdk adanya perilaku melanggar norma nstigma hiv aids msh bsar ,"{'neg': 0.16, 'neu': 0.702, 'pos': 0.139, 'compound': -0.0798}",-0.0798,negatif
 gue juga bingung itu kontak fisik yang dilakukan mereka kan buat profesionalitas kenapa jadi bahas seks bebas xad ,"{'neg': 0.106, 'neu': 0.741, 'pos': 0.153, 'compound': 0.25}",0.25,positif
 sipit sipit gay diindonesia buat klub seks buat aplikasi kencan masih bebas jangan ngurusin negara orang kalo dinegara sendiri aja masih dibebasin urus dulu negaramu ,"{'neg': 0.117, 'neu': 0.69, 'pos': 0.194, 'compound': 0.5337}",0.5337,positif
 glad that all see the problem anyways gini kalau sih mama bocil ini tetep mengenyam pendidikan menurut kalian ngasih efek jera dan menormalisasi seks bebas coba pikir kira kepala mereka kalau mau ngewe emang masih mikirin aduh takut ,"{'neg': 0.19, 'neu': 0.423, 'pos': 0.387, 'compound': 0.4215}",0.4215,positif
 aku engga seks bebas tis makanya masih ngerokok ,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.4023}",-0.4023,negatif
 berhenti merokok hanta cukup seks bebas aja ,"{'neg': 0.239, 'neu': 0.434, 'pos': 0.327, 'compound': 0.204}",0.204,positif
 sangat mungkin klo pelakunya terbiasa nonton bokep seks bebas ngeliatin cewek berpakaian serba minim makanya ngacengan amp akhirnya melampiaskan nafsunya kpd siapa saja termasuk itu anak sekolah dgn busana tertutup ,"{'neg': 0.054, 'neu': 0.816, 'pos': 0.129, 'compound': 0.5106}",0.5106,positif
 ini pelakunya mesti hobby nonton bokep terbiasa dgn seks bebas amp gaul bareng cewek berpakaian minim makanya ngacengan mulu ,"{'neg': 0.079, 'neu': 0.728, 'pos': 0.193, 'compound': 0.5574}",0.5574,positif
 seks jadi lebih puas dan bebas ,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.7867}",0.7867,positif
 menurut saya point paling penting dalam hal ini adalah resiko kehamilan diluar nikah resiko seks bebas dan penyakit menular batasan physical touch untuk dirimu dan lawan jenismu menurutsaya ,"{'neg': 0.092, 'neu': 0.79, 'pos': 0.118, 'compound': 0.2944}",0.2944,positif
 menggalakkan perhubungan seks bebas sesama ahli ,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.7096}",0.7096,positif
 dispensasi hamil ponorogo berbagai kontra bermunculan mengenai tanggapan dispensasi ini karena hal tersebut dianggap sebagai bentuk normalisasi seks bebas berikut tanggapan netizen ntulis pendapatmu bawah dispensasinikah nikah nikahmuda indonesia ,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5106}",0.5106,positif
 nikmati seks bebas selagi bisa yuhuu ,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.7579}",0.7579,positif
 which means seks bebas juga apalagi anak usia sekolah tuh lagi fase punya rasa pengen tau yang tinggi dan nyoba semua hal ngeri banget kalo akhirnya pada berani dan nekad tanpa tau resiko lain selain kehamilan atau putus sekolah ,"{'neg': 0.064, 'neu': 0.735, 'pos': 0.201, 'compound': 0.7522}",0.7522,positif
 salah sendiri ngapain seks bebas sampe punya anak kalo mau sekolah belajar aja yang bener woi udah ngelakuin tindakan asusila masih aja minta toleransi dari orang aneh bgt yang kaya ginian normalisasi ,"{'neg': 0.128, 'neu': 0.613, 'pos': 0.259, 'compound': 0.7717}",0.7717,positif
 totally disagree jangan normalize hal semacam ini lagian sudah ada undang undang yang melarang pernikahan anak dibawah umur kan kalo hal ini dinormalize justru kasus seks bebas dan hiv akan meningkat tolong sekali salah hukum setiap perbuatan ada konsekuensinya ,"{'neg': 0.082, 'neu': 0.761, 'pos': 0.158, 'compound': 0.4033}",0.4033,positif
 jangan didukung sih ntar pada mewajarkan nikah muda seks bebas itu kan bahaya gapapa klo udah terlanjur ada anak tetep sekolah tapo bawa anak jga lah tante dulu kuliah jga anaknya ditinggal kok klo gamau ninggal anak gausa sekolah ,"{'neg': 0.247, 'neu': 0.6, 'pos': 0.152, 'compound': -0.2635}",-0.2635,negatif
 aku xhina org bergaul bebas seksi seks bebas minum arak kaki club asalkan bukan keluarga aku atau pasangan aku pelaku nauzubillah ,"{'neg': 0.124, 'neu': 0.702, 'pos': 0.174, 'compound': 0.4215}",0.4215,positif
 nah iya bnr takutnya bahan tameng utk mlkkn seks bebas balik pndidikan rmh spt apa dan iya lingkungan sosial prtmnannya amat sgt brperan ,"{'neg': 0.065, 'neu': 0.569, 'pos': 0.365, 'compound': 0.9148}",0.9148,positif
 saya gak menampik fakta ini tapi nyatanya remaja sekarang attitude dan perilakunya udah rusak duluan nlagipula ngasih liat mereka fakta lapangan buruknya nikah dini seks bebas dan mba itu gak etis dengan ngasih temennya sebagai contoh while temennya itu juga ada sekolah ,"{'neg': 0.194, 'neu': 0.553, 'pos': 0.253, 'compound': 0.4621}",0.4621,positif
 apalah yang diharapkan dari bangsa yang warganya mengambil mudah mengambil kesimpulan bahwa merayakan hari kasih sayang seks bebas ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.765}",0.765,positif
 perbuatan asusila normalkan seks bebas kita ketularan barat tpi orang barat sampe sgitunya senior high school bawa anak ,"{'neg': 0.169, 'neu': 0.742, 'pos': 0.089, 'compound': -0.2382}",-0.2382,negatif
 iya kan tapi sekolah itu meskipun ada sex edu nya menjamin anak akan ngelakuin seks bebas semua kembali pada pendidikan rumah lingkungan dan pergaulan mau sehebat apapun pendidikan yang didapat kalau pergaulan sama lingkungannya bejat ikut bejat kak ,"{'neg': 0.047, 'neu': 0.735, 'pos': 0.219, 'compound': 0.8834}",0.8834,positif
 kalau pun perempuan dan laki laki yang menikah umur sekolah pemerkosaan seks bebas untuk mendapat pendidikan harus bedakan dengan sekolah umum ada paket dll yang pasti nya gak akan menganggu siswa siswi lain dan bertumbuh kembang ntolong pendidikan itu tegas ,"{'neg': 0.086, 'neu': 0.729, 'pos': 0.185, 'compound': 0.5358}",0.5358,positif
 iya sih serba salah maksud aku tadi mikirin anak anak yang udah terlanjur mba dan semangat belajarnya masih tinggi tapi kalo mindset anak yang lain kayak gitu emang jadinya ngeri apalagi skrg aja yang ngelakuin seks bebas banyak bgt apa mikir panjang inget dosa xad xad ,"{'neg': 0.158, 'neu': 0.675, 'pos': 0.167, 'compound': -0.0828}",-0.0828,negatif
 setuju mba itungannya kesalahan dari siswa dimana dia ngelakuin seks bebas indonesia hal ini masih sangat tabu jadi jelas dia ngelanggar norma masyarakat sih sistem masih diperluin biar jera dan engga ada ngikutin ,"{'neg': 0.175, 'neu': 0.64, 'pos': 0.185, 'compound': 0.1226}",0.1226,positif
 satu lagi yang lebih penting sex education harus dikencengin lagi bukan untuk menormalisasikan seks bebas tapi justru untuk memberikan awareness kepada para pelajar untuk lebih menjaga pergaulan ,"{'neg': 0.061, 'neu': 0.888, 'pos': 0.051, 'compound': -0.0784}",-0.0784,negatif
 tahun smp amp sma diajarin namanya seks bebas itu harus dihindari mau dimaklumin aja gitu agak sadis sih kalo korban pelecehan seksual memang harus ditemani dan dibantu kpai sama diikutkan ujian paket biar ada ijazah ,"{'neg': 0.143, 'neu': 0.8, 'pos': 0.057, 'compound': -0.5994}",-0.5994,negatif
 opini aneh anjrit klo gini semua minor bisa seks bebas dan tinggal bawa anak aja sekolah soalnya kan dikeluarin semangat berzinah deh semua ,"{'neg': 0.102, 'neu': 0.727, 'pos': 0.17, 'compound': 0.4588}",0.4588,positif
 aku gak setuju sih temen nya mau belajar bisa keganggu ditakutkan seks bebas mba apalah itu namanya dinormalisasikan biar ada efek jera juga sih kalaupun mau ijazah bisa ikut kejar paket ,"{'neg': 0.203, 'neu': 0.64, 'pos': 0.157, 'compound': -0.521}",-0.521,negatif
 kalo disengaja berarti ada konsen dua pihak situ udah pasti karena seks bebas nkecuali kalo karena kecelakaan bisa jadi penyebabnya antara diperkosa atau karena seks bebas tapi teledor gak pake pelindung ,"{'neg': 0.149, 'neu': 0.681, 'pos': 0.17, 'compound': -0.2144}",-0.2144,negatif
 iya tapi jaman dulu bagus kalo ada hamil pas sekolah tuh dikeluarin dan bisa lulus harus ngambil paket ada efek jeranya yaa kalo skrg boleh kaya gitu malah makin banyak anak dibawah umur hamil diluar nikah seks bebas ,"{'neg': 0.036, 'neu': 0.769, 'pos': 0.194, 'compound': 0.8979}",0.8979,positif
 tapi jadi tren juga doong seks bebas dengan tanggung jawab minimal ngerti kalo mau ngncret buruan angkat ,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7096}",0.7096,positif
 kalo nari doang malah bagus bikin sehat klo jago bisa nasional atau internasional yang boleh adalah budaya seks bebas nya ,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8957}",0.8957,positif
 untuk yang bilang hal ini hanya akan menormalisasilan seks bebas lalu gimana nasib ibu dan anak mereka nanti kalau orangtuanya gabisa mendapatkan akses pendidikan sedangkan banyak pekerjaan yang membutuhkan minimal tingkat pendidikan tertentu dan buat yang ngomongin ,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.5106}",0.5106,positif
 negara barat tempat seks bebas ndan sumber pornografi nkarna edukasi seksnya jalan ngak terlalu parah dampak dari itu semua seperti hiv dan hamil dibawah umur ,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8102}",0.8102,positif
 minimal ikut tawuran banggain almamater nlalu hamil dan seks bebas npaling abdol jadi cabul nmandang lawan jenis langsung ange ,"{'neg': 0.104, 'neu': 0.659, 'pos': 0.236, 'compound': 0.5859}",0.5859,positif
 harusnya ada pembeda gaksi mksdnya kan bisa aja ada korban pelecehan bukan cuma seks bebas apa semua disamaratakan harus dikeluarin aku setuju kalo sekolah ttp harus kolot kalo semua bebas then stand for nothing ,"{'neg': 0.289, 'neu': 0.658, 'pos': 0.053, 'compound': -0.878}",-0.878,negatif
 jangan disalutin bang nanti otaknya mengira hal ini wajar jadi nanti pada normalisasi hamil diluar nikah sama seks bebas ,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5106}",0.5106,positif
 sini sama gue aja asal ibadah bener gak ngeroko gak mabok gak seks bebas celup sana sini gak kdrt pasti ada mau sama ,"{'neg': 0.062, 'neu': 0.646, 'pos': 0.291, 'compound': 0.8372}",0.8372,positif
 biaya sekolah kalian mahal tapi sekolah kalian main main pulang sekolah pacaran seks bebas dll bayangkan bagaimana perasaan orang tua kalian jika tau itu semua xad ,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.7684}",0.7684,positif
 ciyee otaknya baru tersadarkan arah pembahasan sebenarnya nsantuy sih aku mah lagi juga diatas komen pertamaku katanya mbok kritik itu sedang nyindir hetero tukang seks bebas ngerasa jadi salah satunya kok sampe harus komen kontra kelar sampe hari ini ,"{'neg': 0.096, 'neu': 0.773, 'pos': 0.131, 'compound': 0.25}",0.25,positif
 allah serem pergaulan anak sma jaman skrng inilah pentingnya sex edu bunda terlepas dari pro kontra katanya tabu amp malah ngajak buat sex bebas sosialisasi cara seks aman amp bahayanya kalo sampe hamil usia muda emg penting sih ,"{'neg': 0.098, 'neu': 0.705, 'pos': 0.197, 'compound': 0.6697}",0.6697,positif
 seandainya education sex dapat menghambat pertumbuhan seks bebas mohon jelaskan dari segi mana jika isi edukasi seks itu menambah gairah kaum adam dan hawa maka ini akan menambah bahaya masalahnya ini jelas dikarenakan minimnya mental agama tdk ada rasa rakut akan dosa bsr ,"{'neg': 0.293, 'neu': 0.492, 'pos': 0.215, 'compound': -0.7003}",-0.7003,negatif
 seks bebas terus xad ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 akses alat kontrasepsi itu bukan ngajari anak usia sekolah seks bebas tapi mencegah hadirnya jabang bayi dari anak usia sekolah ntekdung usia muda belum menikah gak ada bilang semua atas ijin dewanya ,"{'neg': 0.059, 'neu': 0.738, 'pos': 0.203, 'compound': 0.705}",0.705,positif
 ironis negara luar yang dipandang isinya full seks bebas hal buruk lainnya malah punya perlindungan lebih terhadap anak dan mantan pasangan yang dijahatin ,"{'neg': 0.205, 'neu': 0.695, 'pos': 0.1, 'compound': -0.5423}",-0.5423,negatif
 seks bebas dan narkoba ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 anjuran seks bebas sejak dini ntar ada yang bikin konten taun udah punya anak berapa ,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7003}",0.7003,positif
 ini series indo lgi gencar nya nyekokin generasi muda buat seks bebas apa gmn dah semua series genrenya ngewe anjeng blok ,"{'neg': 0.094, 'neu': 0.694, 'pos': 0.211, 'compound': 0.5729}",0.5729,positif
 dibebasin nmalah seks bebas ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 lbh penting lagi mrk harus ditanamkan keimanan benar allah nda hanya menciptakan tapi mengatur aurat harus ditutup pergaulan laki perempuan nda boleh sembarangan seks bebas zina haram sekarang sebaliknya sex edu malah bikin penasaran ,"{'neg': 0.162, 'neu': 0.626, 'pos': 0.212, 'compound': 0.2468}",0.2468,positif
 gak membenarkan seks bebas tapi melihat berita yang ajaib ajaib sekarang kek nya mending adick adick lucu lucu ini beli kondom aja gitu loh gimana yaa bingung gue ,"{'neg': 0.139, 'neu': 0.635, 'pos': 0.227, 'compound': 0.6186}",0.6186,positif
 pelaku seks bebas datang pas mau lahiran doang ,"{'neg': 0.182, 'neu': 0.511, 'pos': 0.307, 'compound': 0.1779}",0.1779,positif
 dikekang ngamuk dibebasin seks bebas tolol ketulungan ,"{'neg': 0.374, 'neu': 0.16, 'pos': 0.465, 'compound': 0.1779}",0.1779,positif
 bukan masalah seks bebas atau open minded consent the likes cuy please modal dikit pake kondom lah ,"{'neg': 0.152, 'neu': 0.565, 'pos': 0.283, 'compound': 0.498}",0.498,positif
 hal tentang ponorogo seks bebas hamil underage kucing yang sempat kabur hari itu ups xad ,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5106}",0.5106,positif
 silk seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 kalau maraknya seksbebas dikarenakan openminded gak terima ,"{'neg': 0.151, 'neu': 0.621, 'pos': 0.228, 'compound': 0.2769}",0.2769,positif
 miris banget melihat remaja jaman now melawan orang tua seks bebas menjadi rutinitas mereka muncul nya kaum open minded dan konsan konsen memperparah kelakuan mereka karna mereka seperti ada yang suport untuk halalkan yang haram xef ,"{'neg': 0.293, 'neu': 0.598, 'pos': 0.109, 'compound': -0.8805}",-0.8805,negatif
 pernah kutanya kenapa dia malah tertarik sama aku sama cewe sehobby sama dia jawabnya krn rawan amp berbahaya meski semuanya kek gitu nga sedikit dari mereka hangover ngobat seks bebas dll ndi hal hal semacam ini punya prinsip kuat itu suatu keharusan ,"{'neg': 0.068, 'neu': 0.817, 'pos': 0.115, 'compound': 0.2732}",0.2732,positif
 orang pada takut kalau sex edu remaja seks bebas npadahal sex edu buat remaja itu bukan bahas safe sex tapii gimana secara kognitif afeksi perilaku terhadap seks gimana remaja menyadari resiko dari tindakan berpikir ttg masa depan jika xyz belum banyak orang tau itu ,"{'neg': 0.088, 'neu': 0.869, 'pos': 0.043, 'compound': -0.2966}",-0.2966,negatif
 dikei bebas malah seks bebas ,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.765}",0.765,positif
 jaman saya sekolah jamannya celana hipster mau cewek mau cowok yang seks bebas ada tapi msh tabu untuk dibahas dan pelakunya biasanya yang emg biasa dicap anak badung wkwkwkwk ,"{'neg': 0.205, 'neu': 0.734, 'pos': 0.061, 'compound': -0.7269}",-0.7269,negatif
 boleh ngasih petuah petuah soal seks bebas tapi gak perlu dikaitkan dengan hal hal yang memang tidak ada hubungannya dengan topik tersebut ,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.2846}",0.2846,positif
 kapolsek ngrambe memimpin upacara bendera mts darul hikmah ngrambe nhimbauan kamtibmas bahaya narkoba dan pergaulan seks bebas untuk membentuk generasi bangsa yang berkualitas resngawi polsek_ngrambe dhe_koco polripresisi polripeduli ,"{'neg': 0.084, 'neu': 0.739, 'pos': 0.177, 'compound': 0.5423}",0.5423,positif
 umur aku baru buat mabuk asmara nder jatuh cinta sma pria kupikir bisa masadepan mikirin bkal nikah dan hidup bhagia dia ntrs tertampar kenyataan klo trnyt dia udh selingkuh berkali seks bebas bnran udh biasa buat dia syok kaget drop pgn meninggoy ,"{'neg': 0.074, 'neu': 0.681, 'pos': 0.245, 'compound': 0.7579}",0.7579,positif
 menurut aku pernyataan inilah mengundang org untuk melakukan sesuatu gak baik krn jawabannya sdh pasti sebagian besar org menjawab menerima dan alasan nya krn masa lalu coba aja jangan dibuka kalimat begini aku rasa org akan takut melakukan zina seks bebas ,"{'neg': 0.061, 'neu': 0.74, 'pos': 0.199, 'compound': 0.8004}",0.8004,positif
 dem seks bebas ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 hindari seks bebas insya allah aman ,"{'neg': 0.176, 'neu': 0.16, 'pos': 0.664, 'compound': 0.7269}",0.7269,positif
 iya bener nstruggle living muslim which minority the west nliat temen pada ngedugem minum seks bebas kalau gak kuat iman yaa bakal terjerumus nkalo series skam nih meskipun temen asik ngedugem sana gak lupa sholat ,"{'neg': 0.123, 'neu': 0.527, 'pos': 0.351, 'compound': 0.9181}",0.9181,positif
 menghadapi fenomena ini menegaskan perlunya sosialisasi pendidikan reproduksi edukasi seks dan bahayanya pergaulan bebas sejak dini ,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.7184}",-0.7184,negatif
 saya juga dulu mau punya suami suka seks bebas tpi saya malh dipertemukan dngn cwok sperti itu mana skarang adalah suami sya ada satu momen bikin sedih waktu saya hamil dia pegang perut saya sambil bicara nak kmu harus menjadi anak yang baik jngan seperti bapamu ini ,"{'neg': 0.07, 'neu': 0.688, 'pos': 0.242, 'compound': 0.85}",0.85,positif
 begitulah suami dimasukin kerja ama mertua malah kawin lagi ada hobi pijet ada hobi seks bebas hobi booking ada sama udah nikah pacar janjian bareng ada nyg jelas kalau salah satunya mau terjadi nmisal kamu ganteng dgodain nolak selamet ,"{'neg': 0.033, 'neu': 0.782, 'pos': 0.185, 'compound': 0.8779}",0.8779,positif
 gimana betah nggak manado hmm aku lebih suka jakarta sih masa orang kamu manado aja mabuk narkoba dan seks bebas mulu enak dong ,"{'neg': 0.071, 'neu': 0.744, 'pos': 0.185, 'compound': 0.5859}",0.5859,positif
 kitab fiqih juga ngelarang seks bebas kali bang nkyk gini elu perjuangin tuh bijimane dah nngadepin orang munafik kyk radrex jangan ikut jadi munafik bang ,"{'neg': 0.119, 'neu': 0.672, 'pos': 0.209, 'compound': 0.471}",0.471,positif
